 numeric code,Location,Sex,Note,2000.00,2005,2010,2015,2020
704,         Viet Nam,Male,,39551.41,41521.818,43683.064,46284.563,48687.71
922,      Western Asia,Both sexes combined,,185018.88,205730.682,232738.024,258123.914,281382.278
922,      Western Asia,Female,,90990.62,100226.95,111841.019,123410.307,134081.45
922,      Western Asia,Male,,94028.28,105503.743,120897.04,134713.622,147300.826
51,         Armenia,Both sexes combined,,3069.59,2981.259,2877.311,2916.95,2938.679
51,         Armenia,Female,,1628.67,1579.384,1530.958,1546.195,1556.004
51,         Armenia,Male,,1440.92,1401.868,1346.35,1370.76,1382.678
31,         Azerbaijan,Both sexes combined,9,8122.74,8538.606,9032.457,9617.484,10099.743
31,         Azerbaijan,Female,9,4151.29,4331.801,4557.375,4831.489,5064.844
31,         Azerbaijan,Male,9,3971.46,4206.809,4475.09,4786.005,5034.901
48,         Bahrain,Both sexes combined,,664.61,889.168,1240.862,1371.855,1697.765
48,         Bahrain,Female,,283.39,355.018,466.813,525.099,606.649
48,         Bahrain,Male,,381.22,534.143,774.053,846.759,1091.118
196,         Cyprus,Both sexes combined,10,943.29,1027.658,1112.607,1160.985,1207.343
196,         Cyprus,Female,10,467.86,507.185,557.033,579.588,603.845
196,         Cyprus,Male,10,475.43,520.472,555.578,581.395,603.505
268,         Georgia,Both sexes combined,11,4722.06,4486.547,4231.661,3951.524,3898.529
268,         Georgia,Female,11,2483.56,2367.085,2221.534,2065.578,2038.051
268,         Georgia,Male,11,2238.49,2119.465,2010.118,1885.939,1860.473
368,         Iraq,Both sexes combined,,23565.41,27008.426,30762.701,36115.649,41502.885
368,         Iraq,Female,,11675.70,13357.781,15213.7,17840.093,20482.858
368,         Iraq,Male,,11889.71,13650.648,15549.002,18275.557,21020.025
376,         Israel,Both sexes combined,,6013.74,6602.97,7425.959,8064.547,8713.559
376,         Israel,Female,,3050.21,3345.64,3757.868,4064.987,4376.556
376,         Israel,Male,,2963.54,3257.334,3668.088,3999.567,4337.008
400,         Jordan,Both sexes combined,,5103.13,5714.111,7182.39,9159.302,10208.662
400,         Jordan,Female,,2457.93,2765.918,3519.46,4518.329,5036.733
400,         Jordan,Male,,2645.21,2948.193,3662.927,4640.978,5171.931
414,         Kuwait,Both sexes combined,,2050.74,2276.623,2998.083,3935.794,4302.875
414,         Kuwait,Female,,852.24,932.343,1264.497,1674.808,1834.339
414,         Kuwait,Male,,1198.51,1344.277,1733.582,2260.98,2468.527
422,         Lebanon,Both sexes combined,,3235.37,3986.852,4337.141,5851.479,6019.795
422,         Lebanon,Female,,1630.22,1960.921,2125.452,2912.201,2996.784
422,         Lebanon,Male,,1605.15,2025.936,2211.69,2939.287,3023.01
512,         Oman,Both sexes combined,,2267.99,2511.269,3041.46,4199.81,5149.7
512,         Oman,Female,,994.74,1090.914,1206.907,1476.654,1723.863
512,         Oman,Male,,1273.25,1420.351,1834.557,2723.157,3425.835
634,         Qatar,Both sexes combined,,592.27,864.863,1779.676,2481.539,2791.807
634,         Qatar,Female,,205.93,280.454,430.199,610.372,710.079
634,         Qatar,Male,,386.34,584.403,1349.48,1871.168,2081.721
682,         Saudi Arabia,Both sexes combined,,20764.31,23905.654,27425.676,31557.144,34709.64
682,         Saudi Arabia,Female,,9455.09,10600.69,12025.048,13664.437,14763
682,         Saudi Arabia,Male,,11309.22,13304.966,15400.643,17892.693,19946.643
275,         State of Palestine,Both sexes combined,12,3223.01,3576.17,4066.829,4662.884,5322.629
275,         State of Palestine,Female,12,1589.04,1762.57,2004.302,2298.072,2623.599
275,         State of Palestine,Male,12,1633.97,1813.598,2062.524,2364.812,2699.033
760,         Syrian Arab Republic,Both sexes combined,,16410.85,18294.611,21018.834,18734.987,18924.442
760,         Syrian Arab Republic,Female,,8109.04,8960.364,10409.563,9258.761,9397.965
760,         Syrian Arab Republic,Male,,8301.81,9334.249,10609.286,9476.225,9526.473
792,         Turkey,Both sexes combined,,63240.12,67903.406,72326.914,78271.472,83835.75
792,         Turkey,Female,,32096.11,34483.84,36762.714,39768.385,42487.154
792,         Turkey,Male,,31144.01,33419.568,35564.195,38503.09,41348.604
784,         United Arab Emirates,Both sexes combined,,3154.93,4579.562,8270.684,9154.302,9813.17
784,         United Arab Emirates,Female,,1025.57,1362.164,2109.193,2459.583,2805.736
784,         United Arab Emirates,Male,,2129.35,3217.41,6161.489,6694.723,7007.432
887,         Yemen,Both sexes combined,,17874.73,20582.927,23606.779,26916.207,30245.305
887,         Yemen,Female,,8834.05,10182.878,11678.403,13315.676,14973.391
887,         Yemen,Male,,9040.68,10400.053,11928.388,13600.527,15271.909
908,   Europe,Both sexes combined,,727200.94,730289.682,737163.58,740813.959,743390.045
908,   Europe,Female,,376590.21,378127.855,381639.574,383120.953,383854.132
908,   Europe,Male,,350610.75,352161.92,355524.04,357692.962,359535.92
923,      Eastern Europe,Both sexes combined,,303957.55,297510.641,294540.681,293243.708,290776.392
923,      Eastern Europe,Female,,160112.49,157283.804,156086.248,155281.127,153957.45
923,      Eastern Europe,Male,,143845.06,140226.885,138454.467,137962.578,136818.914
112,         Belarus,Both sexes combined,,9933.61,9621.543,9473.071,9485.772,9415.431
112,         Belarus,Female,,5270.99,5130.263,5069.608,5072.611,5034.401
112,         Belarus,Male,,4662.62,4491.286,4403.462,4413.162,4381.031
100,         Bulgaria,Both sexes combined,,7997.79,7683.763,7404.59,7177.396,6940.527
100,         Bulgaria,Female,,4100.11,3944.721,3799.445,3687.292,3567.096
100,         Bulgaria,Male,,3897.67,3739.041,3605.148,3490.1,3373.426
203,         Czechia,Both sexes combined,,10289.59,10258.176,10536.286,10603.762,10633.424
203,         Czechia,Female,,5284.03,5261.645,5364.879,5393.362,5403.043
203,         Czechia,Male,,5005.56,4996.535,5171.406,5210.402,5230.385
348,         Hungary,Both sexes combined,,10221.05,10086.465,9927.84,9783.925,9621.254
348,         Hungary,Female,,5358.40,5300.159,5217.246,5133.594,5038.728
348,         Hungary,Male,,4862.65,4786.311,4710.604,4650.332,4582.523
616,         Poland,Both sexes combined,,38550.50,38362.666,38323.402,38265.226,37942.231
616,         Poland,Female,,19835.19,19788.613,19794.212,19781.463,19623.65
616,         Poland,Male,,18715.31,18574.061,18529.195,18483.758,18318.572
498,         Republic of Moldova,Both sexes combined,13,4201.09,4157.699,4084.481,4065.98,4017.687
498,         Republic of Moldova,Female,13,2190.32,2166.465,2120.759,2112.571,2094.596
498,         Republic of Moldova,Male,13,2010.77,1991.243,1963.731,1953.406,1923.081
642,         Romania,Both sexes combined,,22128.13,21431.018,20440.347,19876.621,19388.362
642,         Romania,Female,,11302.97,10985.155,10516.19,10243.414,9997.007
642,         Romania,Male,,10825.16,10445.87,9924.158,9633.206,9391.353
643,         Russian Federation,Both sexes combined,,146396.51,143618.185,143153.869,143888.004,143786.842
643,         Russian Federation,Female,,77887.02,76783.441,76765.05,77040.422,76973.14
643,         Russian Federation,Male,,68509.48,66834.749,66388.824,66847.575,66813.703
703,         Slovakia,Both sexes combined,,5399.21,5398.963,5404.294,5439.318,5451.4
703,         Slovakia,Female,,2777.54,2781.485,2782.96,2795.652,2801.605
703,         Slovakia,Male,,2621.67,2617.477,2621.333,2643.669,2649.791
804,         Ukraine,Both sexes combined,14,48840.07,46892.163,45792.501,44657.704,43579.234
804,         Ukraine,Female,14,26105.92,25141.857,24655.899,24020.746,23424.184
804,         Ukraine,Male,14,22734.17,21750.312,21136.606,20636.968,20155.049
924,      Northern Europe,Both sexes combined,15,94543.86,96376.906,100313.727,103097.292,105863.133
924,      Northern Europe,Female,15,48450.92,49216.443,51066.078,52316.912,53574.227
924,      Northern Europe,Male,15,46092.94,47160.456,49247.663,50780.368,52288.913
830,         Channel Islands,Both sexes combined,16,148.73,154.294,159.581,163.758,167.578
830,         Channel Islands,Female,16,76.13,78.48,80.575,82.562,84.409
830,         Channel Islands,Male,16,72.59,75.818,79.009,81.187,83.171
208,         Denmark,Both sexes combined,,5341.19,5421.702,5554.844,5688.695,5796.8
208,         Denmark,Female,,2698.30,2736.374,2798.566,2859.887,2914.027
208,         Denmark,Male,,2642.90,2685.327,2756.283,2828.808,2882.77
233,         Estonia,Both sexes combined,,1399.11,1355.648,1332.102,1315.321,1300.559
233,         Estonia,Female,,746.55,725.664,711.747,700.141,689.519
233,         Estonia,Male,,652.56,629.986,620.356,615.189,611.038
234,         Faeroe Islands,Both sexes combined,,47.26,48.285,48.55,48.965,49.896
246,         Finland,Both sexes combined,17,5187.95,5258.927,5365.782,5481.966,5580.127
246,         Finland,Female,17,2655.38,2684.927,2732.453,2784.128,2824.821
246,         Finland,Male,17,2532.58,2574.006,2633.331,2697.84,2755.307
352,         Iceland,Both sexes combined,,280.44,294.979,320.328,330.243,343.228
352,         Iceland,Female,,140.10,147.07,158.96,164.552,170.769
352,         Iceland,Male,,140.34,147.906,161.382,165.685,172.466
372,         Ireland,Both sexes combined,,3848.78,4212.977,4626.928,4700.107,4887.992
372,         Ireland,Female,,1934.53,2108.641,2321.664,2368.984,2461.263
372,         Ireland,Male,,1914.26,2104.335,2305.264,2331.124,2426.727
833,         Isle of Man,Both sexes combined,,72.55,76.118,80.072,83.167,85.895
428,         Latvia,Both sexes combined,,2384.16,2251.983,2118.848,1992.663,1892.993
428,         Latvia,Female,,1288.58,1219.486,1148.578,1078.099,1022.823
428,         Latvia,Male,,1095.57,1032.499,970.263,914.568,870.17
440,         Lithuania,Both sexes combined,,3501.84,3344.252,3123.803,2931.926,2852.478
440,         Lithuania,Female,,1862.86,1790.673,1685.859,1581.755,1537.449
440,         Lithuania,Male,,1638.98,1553.57,1437.952,1350.16,1315.022
578,         Norway,Both sexes combined,18,4499.37,4632.364,4885.878,5199.836,5449.693
578,         Norway,Female,18,2270.36,2334.113,2443.436,2581.959,2692.982
578,         Norway,Male,18,2229.01,2298.246,2442.442,2617.868,2756.714
752,         Sweden,Both sexes combined,,8881.64,9038.623,9390.168,9763.565,10121.686
752,         Sweden,Female,,4489.38,4556.537,4712.987,4883.557,5047.927
752,         Sweden,Male,,4392.26,4482.09,4677.17,4880.005,5073.763
826,         United Kingdom,Both sexes combined,,58950.85,60286.754,63306.843,65397.08,67334.208
826,         United Kingdom,Female,,30228.53,30772.228,32207.098,33165.548,34060.685
826,         United Kingdom,Male,,28722.32,29514.523,31099.747,32231.542,33273.519
925,      Southern Europe,Both sexes combined,19,145657.35,150392.512,153943.085,152440.653,151553.054
925,      Southern Europe,Female,19,74477.07,76755.246,78610.153,78006.753,77453.709
925,      Southern Europe,Male,19,71180.29,73637.278,75332.904,74433.864,74099.365
8,         Albania,Both sexes combined,,3121.97,3079.179,2940.525,2923.352,2942.034
8,         Albania,Female,,1544.34,1535.172,1465.122,1447.487,1459.935
8,         Albania,Male,,1577.63,1544.008,1475.395,1475.867,1482.098
20,         Andorra,Both sexes combined,,65.39,78.867,84.449,78.014,77.184
70,         Bosnia and Herzegovina,Both sexes combined,,3766.71,3781.53,3722.084,3535.961,3498.21
70,         Bosnia and Herzegovina,Female,,1917.11,1923.737,1894.073,1800.458,1779.585
70,         Bosnia and Herzegovina,Male,,1849.60,1857.791,1828.007,1735.497,1718.628
191,         Croatia,Both sexes combined,,4428.07,4378.057,4328.153,4236.016,4115.947
191,         Croatia,Female,,2296.33,2269.656,2243.454,2194.982,2130.139
191,         Croatia,Male,,2131.75,2108.401,2084.697,2041.032,1985.803
292,         Gibraltar,Both sexes combined,,31.18,32.085,33.189,34.228,35
300,         Greece,Both sexes combined,,11142.12,11301.204,11446.005,11217.8,11102.572
300,         Greece,Female,,5602.73,5705.363,5803.902,5694.359,5639.927
300,         Greece,Male,,5539.40,5595.835,5642.095,5523.444,5462.64
336,         Holy See,Both sexes combined,,0.79,0.798,0.794,0.803,0.801
380,         Italy,Both sexes combined,,57293.72,58808.483,59729.807,59504.212,59132.073
380,         Italy,Female,,29495.82,30196.444,30712.878,30542.539,30254.264
380,         Italy,Male,,27797.90,28612.037,29016.922,28961.673,28877.82
470,         Malta,Both sexes combined,,396.67,406.787,416.11,427.616,434.363
470,         Malta,Female,,199.01,204.287,208.949,213.116,216.131
470,         Malta,Male,,197.66,202.503,207.165,214.501,218.239
499,         Montenegro,Both sexes combined,,613.56,616.388,624.285,628.178,629.397
499,         Montenegro,Female,,310.50,313.508,316.672,318.348,318.747
499,         Montenegro,Male,,303.05,302.885,307.613,309.829,310.646
620,         Portugal,Both sexes combined,,10355.12,10565.723,10652.321,10418.473,10218.413
620,         Portugal,Female,,5358.27,5455.583,5552.306,5482.495,5377.79
620,         Portugal,Male,,4996.84,5110.138,5100.019,4935.968,4840.63
674,         San Marino,Both sexes combined,,27.42,29.24,31.11,32.96,33.809
688,         Serbia,Both sexes combined,20,9487.62,9214.986,9029.716,8851.28,8703.942
688,         Serbia,Female,20,4831.60,4710.049,4613.525,4525.486,4451.242
688,         Serbia,Male,20,4656.01,4504.932,4416.196,4325.786,4252.706
705,         Slovenia,Both sexes combined,,1988.50,1996.281,2045.168,2074.788,2082.055
705,         Slovenia,Female,,1017.73,1021.849,1033.574,1045.458,1046.666
705,         Slovenia,Male,,970.77,974.432,1011.59,1029.329,1035.387
724,         Spain,Both sexes combined,21,40903.71,44042.632,46788.63,46397.664,46459.219
724,         Spain,Female,21,20826.42,22319.909,23655.836,23629.453,23661.428
724,         Spain,Male,21,20077.28,21722.725,23132.789,22768.21,22797.79
807,         TFYR Macedonia,Both sexes combined,22,2034.82,2060.272,2070.739,2079.308,2088.035
807,         TFYR Macedonia,Female,22,1015.48,1030.511,1036.243,1039.802,1044.498
807,         TFYR Macedonia,Male,22,1019.34,1029.767,1034.49,1039.511,1043.538
926,      Western Europe,Both sexes combined,23,183042.18,186009.623,188366.087,192032.306,195197.466
926,      Western Europe,Female,23,93549.73,94872.362,95877.095,97516.161,98868.746
926,      Western Europe,Male,23,89492.46,91137.301,92489.006,94516.152,96328.728
40,         Austria,Both sexes combined,,8069.28,8253.65,8409.949,8678.657,8782.21
40,         Austria,Female,,4152.87,4241.597,4311.303,4430.011,4467.782
40,         Austria,Male,,3916.40,4012.059,4098.642,4248.652,4314.43
56,         Belgium,Both sexes combined,,10282.03,10546.886,10938.739,11287.94,11619.972
56,         Belgium,Female,,5247.23,5372.65,5566.774,5739.297,5860.096
56,         Belgium,Male,,5034.82,5174.235,5371.961,5548.634,5759.861
250,         France,Both sexes combined,,59608.20,61233.9,63026.74,64457.201,65721.165
250,         France,Female,,30384.43,31193.877,32093.432,32784.443,33379.154
250,         France,Male,,29223.78,30040.031,30933.311,31672.756,32342.01
276,         Germany,Both sexes combined,,81487.76,81671.234,80894.785,81707.789,82540.45
276,         Germany,Female,,41807.31,41763.017,41238.351,41520.861,41832.094
276,         Germany,Male,,39680.44,39908.226,39656.447,40186.938,40708.353
438,         Liechtenstein,Both sexes combined,,33.29,34.852,36.003,37.403,38.645
442,         Luxembourg,Both sexes combined,,436.10,457.842,507.889,566.741,603.944
442,         Luxembourg,Female,,221.32,231.913,255.593,282.3,300.326
442,         Luxembourg,Male,,214.79,225.935,252.297,284.441,303.625
492,         Monaco,Both sexes combined,,32.08,33.793,37.094,38.307,39.297
528,         Netherlands,Both sexes combined,,15926.19,16367.158,16682.917,16938.499,17181.248
528,         Netherlands,Female,,8037.45,8251.078,8398.523,8518.105,8620.322
528,         Netherlands,Male,,7888.74,8116.075,8284.404,8420.387,8560.93
756,         Switzerland,Both sexes combined,,7167.25,7410.308,7831.971,8319.769,8670.535
756,         Switzerland,Female,,3665.73,3783.161,3975.943,4202.685,4369.345
756,         Switzerland,Male,,3501.52,3627.162,3856.024,4117.089,4301.196
904,   Latin America and the Caribbean,Both sexes combined,,525794.97,561655.871,597561.53,632380.831,664473.538
904,   Latin America and the Caribbean,Female,,265308.77,283586.117,301934.996,319740.033,336193.003
904,   Latin America and the Caribbean,Male,,260486.20,278069.774,295626.505,312640.807,328280.513
915,      Caribbean,Both sexes combined,24,38403.99,40115.79,41724.731,43309.611,44679.436
915,      Caribbean,Female,24,19350.09,20230,21058.816,21872.432,22585.017
915,      Caribbean,Male,24,19053.91,19885.786,20665.886,21437.202,22094.377
660,         Anguilla,Both sexes combined,,11.07,12.638,13.769,14.611,15.283
28,         Antigua and Barbuda,Both sexes combined,,83.58,89.253,94.661,99.923,105.11
28,         Antigua and Barbuda,Female,,44.20,46.473,49.287,51.986,54.622
28,         Antigua and Barbuda,Male,,39.39,42.783,45.367,47.94,50.484
533,         Aruba,Both sexes combined,,90.85,100.031,101.669,104.341,106.438
533,         Aruba,Female,,47.02,52.454,53.2,54.742,55.965
533,         Aruba,Male,,43.85,47.574,48.465,49.597,50.476
44,         Bahamas,Both sexes combined,,297.89,329.249,360.832,386.838,406.839
44,         Bahamas,Female,,152.79,168.529,184.441,197.489,207.574
44,         Bahamas,Male,,145.10,160.706,176.387,189.349,199.261
52,         Barbados,Both sexes combined,,269.85,274.009,279.569,284.217,287.568
52,         Barbados,Female,,140.20,142.479,145.421,148.035,150.066
52,         Barbados,Male,,129.63,131.533,134.147,136.173,137.497
92,         British Virgin Islands,Both sexes combined,,20.65,23.168,27.224,30.113,32.634
535,         Caribbean Netherlands,Both sexes combined,,14.39,14.403,20.94,24.57,26.212
136,         Cayman Islands,Both sexes combined,,41.69,48.622,55.507,59.963,63.89
192,         Cuba,Both sexes combined,,11150.74,11284.253,11333.051,11461.432,11495.492
192,         Cuba,Female,,5556.42,5623.52,5655.069,5726.255,5747.644
192,         Cuba,Male,,5594.31,5660.732,5677.985,5735.179,5747.835
531,         Curaçao,Both sexes combined,,132.10,129.394,147.608,158.01,163.495
531,         Curaçao,Female,,70.08,68.777,79.864,85.717,88.334
531,         Curaçao,Male,,62.03,60.628,67.741,72.29,75.166
212,         Dominica,Both sexes combined,,69.68,70.627,71.44,73.162,75.052
214,         Dominican Republic,Both sexes combined,,8562.62,9237.566,9897.985,10528.394,11108.358
214,         Dominican Republic,Female,,4271.36,4617.725,4957.255,5282.297,5582.566
214,         Dominican Republic,Male,,4291.27,4619.835,4940.721,5246.102,5525.792
308,         Grenada,Both sexes combined,,101.62,102.949,104.677,106.823,109.308
308,         Grenada,Female,,51.38,51.774,52.38,53.243,54.337
308,         Grenada,Male,,50.25,51.178,52.296,53.584,54.976
312,         Guadeloupe,Both sexes combined,25,424.65,439.552,450.718,450.418,448.427
312,         Guadeloupe,Female,25,220.12,226.379,240.469,241.376,241.141
312,         Guadeloupe,Male,25,204.53,213.177,210.242,209.035,207.292
332,         Haiti,Both sexes combined,,8549.20,9263.404,9999.617,10711.061,11371.185
332,         Haiti,Female,,4327.91,4686.363,5056.431,5413.644,5751.34
332,         Haiti,Male,,4221.29,4577.045,4943.177,5297.427,5619.852
388,         Jamaica,Both sexes combined,,2656.86,2744.673,2817.21,2871.934,2913.16
388,         Jamaica,Female,,1336.80,1386.363,1418.292,1442.879,1464.472
388,         Jamaica,Male,,1320.06,1358.299,1398.927,1429.046,1448.695
474,         Martinique,Both sexes combined,,387.00,397.047,394.91,385.842,385.457
474,         Martinique,Female,,205.23,211.978,212.554,209.792,210.495
474,         Martinique,Male,,181.79,185.069,182.361,176.055,174.964
500,         Montserrat,Both sexes combined,,4.96,4.778,4.944,5.124,5.243
630,         Puerto Rico,Both sexes combined,,3796.98,3765.399,3716.693,3673.728,3650.608
630,         Puerto Rico,Female,,1969.44,1957.626,1930.54,1908.028,1895.153
630,         Puerto Rico,Male,,1827.54,1807.776,1786.149,1765.703,1755.452
659,         Saint Kitts and Nevis,Both sexes combined,,45.37,48.611,51.445,54.288,56.813
662,         Saint Lucia,Both sexes combined,,156.95,163.714,172.58,177.206,181.203
662,         Saint Lucia,Female,,80.09,83.616,87.89,90.395,92.574
662,         Saint Lucia,Male,,76.86,80.094,84.684,86.812,88.623
670,         Saint Vincent and the Grenadines,Both sexes combined,,107.90,108.744,109.315,109.455,110.757
670,         Saint Vincent and the Grenadines,Female,,53.57,53.835,54.112,54.234,54.964
670,         Saint Vincent and the Grenadines,Male,,54.33,54.916,55.198,55.226,55.8
534,         Sint Maarten (Dutch part),Both sexes combined,,31.82,32.531,33.124,38.75,41.364
780,         Trinidad and Tobago,Both sexes combined,,1267.98,1296.934,1328.1,1360.092,1377.729
780,         Trinidad and Tobago,Female,,637.37,654.002,670.815,689.005,700.876
780,         Trinidad and Tobago,Male,,630.61,642.93,657.278,671.085,676.85
796,         Turks and Caicos Islands,Both sexes combined,,18.87,26.448,30.994,34.339,36.953
850,         United States Virgin Islands,Both sexes combined,,108.72,107.793,106.149,104.977,104.858
850,         United States Virgin Islands,Female,,56.23,55.714,55.348,54.9,54.935
850,         United States Virgin Islands,Male,,52.50,52.086,50.8,50.075,49.915
916,      Central America,Both sexes combined,,137992.23,148211.558,160556.595,172635.109,184127.254
916,      Central America,Female,,69588.48,74691.232,80885.847,86952.665,92732.781
916,      Central America,Male,,68403.72,73520.32,79670.744,85682.42,91394.463
84,         Belize,Both sexes combined,,247.32,283.277,321.608,359.288,398.007
84,         Belize,Female,,122.79,140.951,160.738,180.181,200.205
84,         Belize,Male,,124.52,142.333,160.868,179.106,197.794
188,         Costa Rica,Both sexes combined,,3925.44,4247.841,4545.28,4807.852,5044.179
188,         Costa Rica,Female,,1955.05,2117.986,2268.445,2402.3,2522.716
188,         Costa Rica,Male,,1970.39,2129.856,2276.833,2405.543,2521.464
222,         El Salvador,Both sexes combined,,5867.63,6028.961,6164.626,6312.478,6479.066
222,         El Salvador,Female,,3040.18,3150.607,3246.088,3342.508,3443.121
222,         El Salvador,Male,,2827.45,2878.346,2918.538,2969.971,3035.939
320,         Guatemala,Both sexes combined,,11650.74,13096.028,14630.417,16252.429,17910.812
320,         Guatemala,Female,,5934.01,6673.511,7444.184,8257.425,9090.066
320,         Guatemala,Male,,5716.74,6422.517,7186.236,7995,8820.741
340,         Honduras,Both sexes combined,,6524.28,7373.43,8194.778,8960.829,9719.265
340,         Honduras,Female,,3280.39,3703.204,4111.848,4493.63,4872.455
340,         Honduras,Male,,3243.90,3670.226,4082.934,4467.193,4846.811
484,         Mexico,Both sexes combined,,101719.67,108472.228,117318.941,125890.949,133870.027
484,         Mexico,Female,,51213.05,54526.576,58930.623,63213.534,67209.795
484,         Mexico,Male,,50506.62,53945.653,58388.317,62677.416,66660.242
558,         Nicaragua,Both sexes combined,,5026.80,5379.328,5737.723,6082.035,6416.568
558,         Nicaragua,Female,,2539.70,2723.934,2910.867,3084.06,3252.573
558,         Nicaragua,Male,,2487.08,2655.387,2826.852,2997.971,3163.996
591,         Panama,Both sexes combined,,3030.35,3330.465,3643.222,3969.249,4289.33
591,         Panama,Female,,1503.31,1654.463,1813.054,1979.027,2141.85
591,         Panama,Male,,1527.03,1676.002,1830.166,1990.22,2147.476
931,      South America,Both sexes combined,26,349398.76,373328.523,395280.204,416436.111,435666.848
931,      South America,Female,26,176370.21,188664.885,199990.333,210914.936,220875.205
931,      South America,Male,26,173028.57,184663.668,195289.875,205521.185,214791.673
32,         Argentina,Both sexes combined,,37057.45,39145.488,41223.889,43417.765,45510.399
32,         Argentina,Female,,18926.13,19996.583,21060.099,22172.55,23227.062
32,         Argentina,Male,,18131.32,19148.91,20163.796,21245.214,22283.35
68,         Bolivia (Plurinational State of),Both sexes combined,,8339.51,9125.409,9918.242,10724.705,11543.982
68,         Bolivia (Plurinational State of),Female,,4158.06,4550.477,4947.772,5353.993,5767.575
68,         Bolivia (Plurinational State of),Male,,4181.46,4574.929,4970.472,5370.71,5776.405
76,         Brazil,Both sexes combined,,175287.59,186917.361,196796.269,205962.108,213863.046
76,         Brazil,Female,,88664.35,94692.614,99864.355,104678.403,108856.075
76,         Brazil,Male,,86623.24,92224.756,96931.916,101283.709,105006.976
152,         Chile,Both sexes combined,,15262.75,16147.064,16993.354,17762.681,18472.639
152,         Chile,Female,,7716.71,8159.812,8583.039,8966.171,9317.343
152,         Chile,Male,,7546.05,7987.254,8410.312,8796.512,9155.299
170,         Colombia,Both sexes combined,,40403.96,43285.634,45918.097,48228.697,50220.412
170,         Colombia,Female,,20423.03,21909.657,23277.207,24485.169,25536.513
170,         Colombia,Male,,19980.93,21375.978,22640.901,23743.535,24683.893
218,         Ecuador,Both sexes combined,,12628.60,13735.233,14934.69,16144.368,17335.642
218,         Ecuador,Female,,6297.39,6856.562,7462.396,8073.297,8675.318
218,         Ecuador,Male,,6331.21,6878.67,7472.29,8071.06,8660.324
238,         Falkland Islands (Malvinas),Both sexes combined,,2.88,2.939,2.852,2.898,2.925
254,         French Guiana,Both sexes combined,,163.17,203.826,234.181,268.691,303.982
254,         French Guiana,Female,,78.94,102.865,117.138,134.375,151.995
254,         French Guiana,Male,,84.22,100.964,117.03,134.315,151.985
328,         Guyana,Both sexes combined,,753.30,750.946,746.556,768.514,790.782
328,         Guyana,Female,,378.78,374.703,373.096,381.464,390.479
328,         Guyana,Male,,374.51,376.24,373.463,387.05,400.299
600,         Paraguay,Both sexes combined,,5302.70,5795.494,6209.877,6639.119,7066.33
600,         Paraguay,Female,,2619.22,2860.748,3059.482,3269.997,3485.637
600,         Paraguay,Male,,2683.48,2934.745,3150.39,3369.124,3580.692
604,         Peru,Both sexes combined,,25914.88,27610.41,29373.646,31376.671,33312.178
604,         Peru,Female,,12964.04,13814.102,14697.919,15703.566,16678.247
604,         Peru,Male,,12950.84,13796.304,14675.72,15673.112,16633.934
740,         Suriname,Both sexes combined,,472.39,498.946,526.103,553.208,577.752
740,         Suriname,Female,,234.07,247.646,261.538,275.41,288.12
740,         Suriname,Male,,238.33,251.306,264.557,277.794,289.639
858,         Uruguay,Both sexes combined,,3321.25,3325.612,3374.415,3431.552,3494.387
858,         Uruguay,Female,,1713.81,1720.425,1747.221,1775.155,1803.863
858,         Uruguay,Male,,1607.44,1605.187,1627.196,1656.4,1690.523
862,         Venezuela (Bolivarian Republic of),Both sexes combined,,24488.34,26784.161,29028.033,31155.134,33172.392
862,         Venezuela (Bolivarian Republic of),Female,,12194.22,13377.195,14537.62,15643.911,16695.488
862,         Venezuela (Bolivarian Republic of),Male,,12294.13,13406.97,14490.428,15511.223,16476.913
905,   Northern America,Both sexes combined,27,312845.03,327545.823,342936.927,356003.541,369158.557
905,   Northern America,Female,27,158672.29,165842.364,173473.003,179839.661,186275.057
905,   Northern America,Male,27,154172.74,161703.447,169463.928,176163.875,182883.513
60,      Bermuda,Both sexes combined,,64.03,65.13,63.956,62.003,60.639
124,      Canada,Both sexes combined,,30735.77,32287.98,34168.668,35949.709,37603.205
124,      Canada,Female,,15510.71,16281.563,17216.375,18117.423,18932.578
124,      Canada,Male,,15225.06,16006.416,16952.293,17832.283,18670.638
304,      Greenland,Both sexes combined,,56.18,56.951,56.638,56.377,56.772
666,      Saint Pierre and Miquelon,Both sexes combined,,6.27,6.261,6.274,6.29,6.407
840,      United States of America,Both sexes combined,,281982.78,295129.501,308641.391,319929.162,331431.534
840,      United States of America,Female,,143099.30,149497.532,156193.735,161660.31,167280.733
840,      United States of America,Male,,138883.47,145631.973,152447.66,158268.854,164150.794
909,   Oceania,Both sexes combined,,31229.42,33567.637,36635.566,39542.98,42383.789
909,   Oceania,Female,,15601.66,16767.26,18269.466,19755.555,21180.537
909,   Oceania,Male,,15627.76,16800.373,18366.099,19787.35,21203.202
927,      Australia/New Zealand,Both sexes combined,,22924.84,24374.258,26490.126,28414.088,30232.597
927,      Australia/New Zealand,Female,,11519.33,12247.743,13282.946,14283.492,15202.262
927,      Australia/New Zealand,Male,,11405.51,12126.511,13207.175,14130.581,15030.338
36,         Australia,Both sexes combined,28,19065.84,20238.903,22120.064,23799.556,25398.177
36,         Australia,Female,28,9554.32,10138.138,11058.649,11937.926,12744.846
36,         Australia,Male,28,9511.53,10100.763,11061.412,11861.62,12653.333
